Customer_ID,Customer_Type,Age_Group,Gender,Area,Total_Previous_Orders,Avg_Previous_Order_Value
C01214,Returning,36-45,Female,Mehdipatnam,12,674.42
C01215,Returning,26-35,Male,Madhapur,22,437.57
C01216,Returning,26-35,Female,Kukatpally,4,328.37
C01217,Returning,26-35,Female,Mehdipatnam,22,455.54
C01218,Returning,56+,Male,Jubilee Hills,39,267.29
C01219,Returning,26-35,Unknown,Gachibowli,6,338.93
C01220,New,36-45,Female,Madhapur,0,0.0
C01221,Returning,26-35,Male,Mehdipatnam,7,512.06
C01222,New,36-45,Unknown,Manikonda,0,0.0
C01223,Returning,26-35,Male,Kukatpally,16,490.33
C01224,Returning,18-25,Unknown,Begumpet,8,577.32
C01225,Returning,26-35,Female,Kukatpally,10,632.71
C01226,Returning,26-35,Male,Mehdipatnam,15,208.05
C01227,Returning,26-35,Female,Begumpet,4,420.48
C01228,Returning,26-35,Male,Kondapur,26,277.76
C01229,Returning,18-25,Female,Hitech City,12,510.59
C01230,Returning,36-45,Female,Gachibowli,30,459.79
C01231,Returning,26-35,Unknown,Kukatpally,39,425.91
C01232,Returning,36-45,Female,Mehdipatnam,36,358.23
C01233,New,26-35,Male,Ameerpet,0,0.0
C01234,Returning,26-35,Female,Mehdipatnam,10,207.33
C01235,New,26-35,Female,Madhapur,0,0.0
C01236,New,26-35,Male,Hitech City,0,0.0
C01237,Returning,46-55,Male,Manikonda,32,431.07
C01238,Returning,26-35,Male,Jubilee Hills,16,468.5
C01239,Returning,18-25,Male,Hitech City,34,529.62
C01240,Returning,18-25,Male,Manikonda,13,671.67
C01241,New,26-35,Male,Manikonda,0,0.0
C01242,New,26-35,Male,Hitech City,0,0.0
C01243,Returning,26-35,Male,Begumpet,6,214.64
C01244,New,36-45,Female,Kukatpally,0,0.0
C01245,Returning,36-45,Male,Gachibowli,30,334.81
C01246,Returning,18-25,Male,Madhapur,15,345.35
C01247,Returning,26-35,Unknown,Banjara Hills,32,576.93
C01248,Returning,26-35,Female,Begumpet,20,440.78
C01249,New,18-25,Female,Jubilee Hills,0,0.0
C01250,Returning,26-35,Female,Begumpet,22,436.9
C01251,Returning,36-45,Female,Madhapur,9,397.73
C01252,New,18-25,Male,Secunderabad,0,0.0
C01253,Returning,26-35,Female,Jubilee Hills,4,342.98
C01254,New,18-25,Male,Manikonda,0,0.0
C01255,Returning,36-45,Male,Secunderabad,2,371.17
C01256,New,26-35,Male,Kukatpally,0,0.0
C01257,Returning,18-25,Female,Ameerpet,7,184.08
C01258,Returning,26-35,Male,Kondapur,5,435.31
C01259,Returning,26-35,Female,Manikonda,6,421.79
C01260,Returning,18-25,Unknown,Mehdipatnam,34,480.43
C01261,Returning,36-45,Unknown,Hitech City,39,282.14
C01262,Returning,26-35,Female,Madhapur,10,305.69
C01263,New,46-55,Female,Manikonda,0,0.0
C01264,Returning,46-55,Female,Banjara Hills,10,333.27
C01265,Returning,46-55,Male,Kukatpally,9,488.27
C01266,New,26-35,Female,Kondapur,0,0.0
C01267,Returning,46-55,Female,Hitech City,34,271.25
C01268,New,18-25,Male,Secunderabad,0,0.0
C01269,Returning,36-45,Male,Madhapur,2,347.45
C01270,Returning,26-35,Female,Kukatpally,15,365.29
C01271,Returning,46-55,Unknown,Secunderabad,30,267.97
C01272,Returning,18-25,Male,Hitech City,19,609.45
C01273,Returning,26-35,Female,Gachibowli,10,428.94
C01274,Returning,18-25,Male,Kukatpally,17,311.64
C01275,Returning,26-35,Female,Jubilee Hills,14,618.92
C01276,Returning,26-35,Male,Secunderabad,5,532.68
C01277,Returning,18-25,Female,Ameerpet,26,328.45
C01278,Returning,36-45,Male,Gachibowli,12,293.97
C01279,Returning,26-35,Male,Begumpet,11,402.33
C01280,Returning,18-25,Male,Ameerpet,36,520.09
C01281,Returning,26-35,Female,Begumpet,24,245.49
C01282,New,26-35,Female,Hitech City,0,0.0
C01283,Returning,18-25,Male,Jubilee Hills,20,376.87
C01284,Returning,36-45,Female,Secunderabad,10,534.08
C01285,Returning,36-45,Male,Kukatpally,31,408.51
C01286,Returning,46-55,Male,Kukatpally,36,489.3
C01287,Returning,46-55,Female,Begumpet,11,509.29
C01288,Returning,26-35,Male,Madhapur,1,593.1
C01289,Returning,36-45,Male,Gachibowli,39,335.13
C01290,Returning,26-35,Male,Begumpet,29,670.73
C01291,Returning,18-25,Male,Secunderabad,16,262.97
C01292,Returning,36-45,Female,Hitech City,2,467.32
C01293,Returning,26-35,Male,Jubilee Hills,23,514.32
C01294,Returning,26-35,Female,Mehdipatnam,17,430.51
C01295,New,36-45,Male,Manikonda,0,0.0
C01296,Returning,26-35,Female,Ameerpet,17,219.39
C01297,Returning,26-35,Male,Madhapur,26,421.65
C01298,Returning,46-55,Male,Begumpet,17,555.82
C01299,Returning,18-25,Female,Manikonda,38,429.1
C01300,Returning,26-35,Male,Madhapur,37,285.58
C01301,Returning,18-25,Male,Secunderabad,4,448.08
C01302,Returning,46-55,Female,Begumpet,14,452.1
C01303,Returning,46-55,Male,Manikonda,37,300.64
C01304,Returning,36-45,Unknown,Madhapur,1,597.96
C01305,Returning,46-55,Male,Banjara Hills,13,358.95
C01306,New,36-45,Female,Secunderabad,0,0.0
C01307,New,36-45,Male,Jubilee Hills,0,0.0
C01308,Returning,36-45,Unknown,Secunderabad,30,344.24
C01309,Returning,46-55,Unknown,Gachibowli,7,403.46
C01310,Returning,18-25,Female,Begumpet,6,458.26
C01311,Returning,36-45,Male,Mehdipatnam,1,374.74
C01312,Returning,18-25,Male,Hitech City,3,504.09
C01313,New,26-35,Female,Mehdipatnam,0,0.0
C01314,Returning,26-35,Male,Kukatpally,8,584.12
C01315,Returning,36-45,Female,Hitech City,5,300.21
C01316,Returning,36-45,Unknown,Gachibowli,39,436.81
C01317,Returning,46-55,Male,Secunderabad,15,461.37
C01318,Returning,36-45,Male,Banjara Hills,18,465.15
C01319,Returning,18-25,Unknown,Hitech City,12,158.91
C01320,Returning,18-25,Female,Manikonda,6,291.85
C01321,Returning,18-25,Male,Jubilee Hills,28,470.4
C01322,Returning,36-45,Male,Mehdipatnam,26,502.03
C01323,New,26-35,Female,Kondapur,0,0.0
C01324,Returning,56+,Female,Ameerpet,15,452.16
C01325,Returning,18-25,Unknown,Begumpet,5,585.67
C01326,Returning,56+,Male,Hitech City,22,383.56
C01327,Returning,36-45,Female,Begumpet,19,330.9
C01328,New,36-45,Female,Banjara Hills,0,0.0
C01329,Returning,26-35,Female,Jubilee Hills,13,507.37
C01330,Returning,46-55,Female,Banjara Hills,28,407.82
C01331,Returning,18-25,Male,Kondapur,14,337.37
C01332,Returning,46-55,Male,Manikonda,21,634.81
C01333,Returning,46-55,Female,Gachibowli,12,393.72
C01334,Returning,26-35,Male,Jubilee Hills,39,325.0
C01335,Returning,36-45,Female,Secunderabad,17,591.77
C01336,Returning,18-25,Female,Secunderabad,20,240.52
C01337,Returning,26-35,Female,Kukatpally,5,409.85
C01338,Returning,26-35,Female,Jubilee Hills,18,509.49
C01339,Returning,26-35,Male,Hitech City,36,392.67
C01340,Returning,18-25,Female,Madhapur,34,362.96
C01341,Returning,46-55,Male,Ameerpet,23,485.08
C01342,Returning,36-45,Female,Jubilee Hills,38,273.5
C01343,Returning,26-35,Male,Ameerpet,6,401.59
C01344,Returning,26-35,Male,Gachibowli,29,521.37
C01345,New,26-35,Female,Kondapur,0,0.0
C01346,Returning,56+,Female,Madhapur,15,606.65
C01347,New,26-35,Female,Mehdipatnam,0,0.0
C01348,Returning,36-45,Female,Gachibowli,16,419.44
C01349,New,36-45,Female,Ameerpet,0,0.0
C01350,Returning,18-25,Female,Banjara Hills,1,503.0
C01351,Returning,26-35,Male,Madhapur,9,368.33
C01352,Returning,46-55,Male,Hitech City,10,458.18
C01353,New,36-45,Female,Gachibowli,0,0.0
C01354,Returning,46-55,Female,Madhapur,31,589.41
C01355,New,18-25,Male,Madhapur,0,0.0
C01356,Returning,36-45,Male,Jubilee Hills,20,601.62
C01357,New,26-35,Unknown,Banjara Hills,0,0.0
C01358,Returning,46-55,Male,Kukatpally,34,467.82
C01359,Returning,36-45,Male,Kukatpally,31,442.33
C01360,New,26-35,Unknown,Mehdipatnam,0,0.0
C01361,Returning,26-35,Female,Mehdipatnam,3,352.13
C01362,Returning,26-35,Female,Begumpet,23,503.88
C01363,Returning,46-55,Unknown,Jubilee Hills,7,558.69
C01364,Returning,26-35,Unknown,Banjara Hills,32,355.1
C01365,Returning,18-25,Male,Kondapur,23,426.87
C01366,Returning,26-35,Male,Kondapur,20,533.02
C01367,New,18-25,Female,Madhapur,0,0.0
C01368,Returning,18-25,Male,Manikonda,27,471.66
C01369,Returning,26-35,Male,Banjara Hills,20,463.39
C01370,Returning,26-35,Female,Hitech City,20,490.8
C01371,Returning,18-25,Unknown,Ameerpet,9,385.73
C01372,Returning,26-35,Female,Gachibowli,14,471.74
C01373,New,26-35,Male,Gachibowli,0,0.0
C01374,Returning,26-35,Male,Banjara Hills,30,384.84
C01375,Returning,26-35,Female,Manikonda,33,128.03
C01376,Returning,18-25,Female,Gachibowli,3,198.93
C01377,Returning,18-25,Male,Mehdipatnam,9,475.91
C01378,Returning,18-25,Female,Secunderabad,39,523.52
C01379,Returning,36-45,Male,Jubilee Hills,3,485.59
C01380,Returning,46-55,Male,Jubilee Hills,38,441.52
C01381,Returning,36-45,Male,Banjara Hills,27,389.59
C01382,Returning,18-25,Female,Ameerpet,33,500.33
C01383,Returning,36-45,Female,Secunderabad,17,376.83
C01384,Returning,36-45,Female,Madhapur,19,427.36
C01385,Returning,46-55,Unknown,Madhapur,12,619.59
C01386,Returning,36-45,Unknown,Mehdipatnam,18,250.41
C01387,Returning,26-35,Female,Kondapur,35,351.2
C01388,New,26-35,Male,Manikonda,0,0.0
C01389,Returning,26-35,Female,Jubilee Hills,3,182.37
C01390,Returning,18-25,Male,Madhapur,18,275.51
C01391,Returning,26-35,Male,Gachibowli,4,563.08
C01392,Returning,26-35,Male,Banjara Hills,9,493.1
C01393,Returning,56+,Male,Gachibowli,8,409.52
C01394,Returning,36-45,Female,Ameerpet,32,594.29
C01395,Returning,36-45,Male,Manikonda,14,300.99
C01396,New,18-25,Unknown,Mehdipatnam,0,0.0
C01397,Returning,36-45,Female,Kukatpally,28,418.58
C01398,Returning,36-45,Male,Madhapur,20,349.8
C01399,New,26-35,Female,Manikonda,0,0.0
C01400,New,26-35,Female,Mehdipatnam,0,0.0
C01401,Returning,26-35,Female,Jubilee Hills,26,452.42
C01402,Returning,26-35,Unknown,Secunderabad,12,411.43
C01403,Returning,26-35,Male,Gachibowli,12,194.84
C01404,Returning,26-35,Male,Ameerpet,34,160.35
C01405,Returning,36-45,Male,Mehdipatnam,26,426.15
C01406,Returning,46-55,Male,Ameerpet,38,549.16
C01407,Returning,26-35,Male,Manikonda,20,324.48
C01408,New,46-55,Female,Secunderabad,0,0.0
C01409,Returning,18-25,Female,Ameerpet,31,225.59
C01410,Returning,36-45,Female,Banjara Hills,38,234.35
C01411,Returning,26-35,Male,Begumpet,9,418.24
C01412,Returning,26-35,Male,Banjara Hills,29,514.7
C01413,Returning,26-35,Male,Secunderabad,19,520.28
C01414,Returning,18-25,Female,Manikonda,28,579.12
C01415,Returning,18-25,Male,Gachibowli,2,323.41
C01416,Returning,56+,Female,Banjara Hills,19,403.85
C01417,Returning,26-35,Male,Hitech City,39,525.44
C01418,Returning,56+,Female,Manikonda,3,294.07
C01419,New,26-35,Unknown,Madhapur,0,0.0
C01420,Returning,46-55,Female,Ameerpet,5,424.53
C01421,Returning,26-35,Male,Banjara Hills,33,422.3
C01422,Returning,56+,Female,Begumpet,33,537.05
C01423,Returning,26-35,Male,Begumpet,23,478.98
C01424,Returning,26-35,Female,Madhapur,8,368.11
C01425,Returning,18-25,Female,Begumpet,38,127.11
C01426,Returning,18-25,Male,Hitech City,27,525.81
C01427,New,18-25,Male,Madhapur,0,0.0
C01428,Returning,36-45,Male,Kukatpally,7,489.63
C01429,New,26-35,Male,Secunderabad,0,0.0
C01430,Returning,46-55,Female,Manikonda,30,481.1
C01431,Returning,18-25,Female,Mehdipatnam,10,579.2
C01432,New,46-55,Female,Secunderabad,0,0.0
C01433,Returning,18-25,Male,Jubilee Hills,31,415.54
C01434,Returning,26-35,Male,Secunderabad,25,296.54
C01435,Returning,26-35,Male,Gachibowli,20,395.89
C01436,Returning,26-35,Female,Kondapur,2,318.64
C01437,Returning,26-35,Male,Manikonda,5,318.8
C01438,Returning,36-45,Male,Jubilee Hills,29,169.53
C01439,Returning,18-25,Unknown,Gachibowli,4,411.16
C01440,New,26-35,Male,Manikonda,0,0.0
C01441,Returning,18-25,Female,Manikonda,8,120.0
C01442,Returning,36-45,Male,Hitech City,34,586.0
C01443,Returning,18-25,Male,Ameerpet,34,418.14
C01444,Returning,26-35,Male,Secunderabad,6,335.6
C01445,Returning,46-55,Male,Gachibowli,17,461.69
C01446,Returning,26-35,Male,Banjara Hills,11,390.52
C01447,New,18-25,Male,Ameerpet,0,0.0
C01448,Returning,26-35,Female,Banjara Hills,36,604.04
C01449,Returning,46-55,Male,Banjara Hills,29,443.8
C01450,Returning,18-25,Male,Hitech City,33,468.77
C01451,Returning,46-55,Male,Kondapur,13,387.85
C01452,New,18-25,Female,Kukatpally,0,0.0
C01453,New,18-25,Female,Begumpet,0,0.0
C01454,New,36-45,Male,Gachibowli,0,0.0
C01455,Returning,36-45,Male,Gachibowli,5,322.0
C01456,Returning,26-35,Female,Jubilee Hills,27,567.84
C01457,Returning,36-45,Female,Begumpet,24,391.98
C01458,Returning,18-25,Male,Begumpet,37,515.76
C01459,Returning,46-55,Male,Ameerpet,31,586.81
C01460,Returning,26-35,Female,Kondapur,26,551.86
C01461,New,46-55,Female,Kondapur,0,0.0
C01462,Returning,26-35,Female,Mehdipatnam,4,635.26
C01463,New,26-35,Female,Kukatpally,0,0.0
C01464,New,46-55,Female,Hitech City,0,0.0
C01465,Returning,26-35,Female,Kondapur,5,120.0
C01466,Returning,18-25,Male,Kukatpally,1,305.29
C01467,New,26-35,Female,Banjara Hills,0,0.0
C01468,New,26-35,Male,Jubilee Hills,0,0.0
C01469,Returning,36-45,Male,Banjara Hills,10,150.57
C01470,Returning,56+,Female,Gachibowli,2,229.44
C01471,New,26-35,Unknown,Begumpet,0,0.0
C01472,Returning,36-45,Male,Gachibowli,16,201.56
C01473,Returning,26-35,Female,Gachibowli,27,501.76
C01474,Returning,18-25,Male,Mehdipatnam,25,567.58
C01475,Returning,18-25,Unknown,Begumpet,24,593.07
C01476,Returning,18-25,Female,Gachibowli,34,452.61
C01477,Returning,18-25,Female,Begumpet,35,414.52
C01478,Returning,26-35,Unknown,Kukatpally,16,369.25
C01479,Returning,26-35,Male,Jubilee Hills,10,772.4
C01480,Returning,36-45,Female,Mehdipatnam,7,574.71
C01481,New,36-45,Male,Madhapur,0,0.0
C01482,Returning,36-45,Male,Banjara Hills,36,463.52
C01483,Returning,36-45,Female,Jubilee Hills,12,560.2
C01484,New,46-55,Female,Mehdipatnam,0,0.0
C01485,New,36-45,Male,Banjara Hills,0,0.0
C01486,Returning,26-35,Male,Gachibowli,39,347.03
C01487,Returning,26-35,Male,Mehdipatnam,24,124.41
C01488,Returning,18-25,Female,Jubilee Hills,1,561.72
C01489,Returning,18-25,Male,Kondapur,31,322.71
C01490,Returning,46-55,Male,Madhapur,24,476.43
C01491,Returning,18-25,Male,Secunderabad,10,325.85
C01492,Returning,46-55,Female,Hitech City,25,369.2
C01493,Returning,26-35,Male,Kondapur,6,626.7
C01494,Returning,18-25,Male,Mehdipatnam,21,463.0
C01495,Returning,36-45,Female,Jubilee Hills,33,470.86
C01496,Returning,36-45,Female,Manikonda,8,219.45
C01497,New,56+,Female,Madhapur,0,0.0
C01498,Returning,26-35,Female,Begumpet,36,337.87
C01499,Returning,46-55,Female,Madhapur,31,480.67
C01500,Returning,26-35,Male,Kukatpally,21,290.18
C01501,Returning,26-35,Female,Jubilee Hills,4,467.56
C01502,Returning,26-35,Female,Manikonda,2,490.89
C01503,New,36-45,Female,Secunderabad,0,0.0
C01504,New,46-55,Male,Begumpet,0,0.0
C01505,Returning,36-45,Male,Gachibowli,23,306.46
C01506,Returning,46-55,Female,Gachibowli,29,580.48
C01507,Returning,26-35,Female,Secunderabad,30,467.92
C01508,Returning,26-35,Male,Begumpet,8,427.5
C01509,Returning,26-35,Female,Manikonda,14,810.89
C01510,New,46-55,Male,Manikonda,0,0.0
C01511,Returning,26-35,Female,Kondapur,31,372.15
C01512,Returning,18-25,Female,Begumpet,9,533.05
C01513,Returning,26-35,Male,Kondapur,9,457.48
C01514,Returning,36-45,Female,Kondapur,17,594.35
C01515,Returning,36-45,Female,Begumpet,12,292.93
C01516,Returning,46-55,Female,Ameerpet,12,672.77
C01517,Returning,36-45,Male,Hitech City,19,356.15
C01518,Returning,36-45,Female,Kondapur,5,372.85
C01519,Returning,36-45,Female,Ameerpet,2,327.37
C01520,New,36-45,Male,Ameerpet,0,0.0
C01521,New,26-35,Female,Madhapur,0,0.0
C01522,New,46-55,Female,Ameerpet,0,0.0
C01523,Returning,46-55,Female,Gachibowli,20,284.14
C01524,Returning,18-25,Unknown,Manikonda,30,401.96
C01525,Returning,18-25,Unknown,Madhapur,18,453.3
C01526,New,56+,Male,Begumpet,0,0.0
C01527,Returning,36-45,Unknown,Madhapur,32,380.29
C01528,Returning,18-25,Female,Kondapur,12,446.4
C01529,Returning,46-55,Unknown,Banjara Hills,25,798.88
C01530,New,18-25,Female,Manikonda,0,0.0
C01531,Returning,26-35,Unknown,Manikonda,19,436.56
C01532,Returning,26-35,Unknown,Begumpet,21,268.33
C01533,Returning,26-35,Male,Mehdipatnam,37,544.04
C01534,Returning,18-25,Male,Banjara Hills,10,362.16
C01535,New,18-25,Female,Begumpet,0,0.0
C01536,Returning,26-35,Unknown,Hitech City,35,577.03
C01537,Returning,18-25,Female,Jubilee Hills,18,525.52
C01538,Returning,36-45,Female,Gachibowli,7,357.23
C01539,Returning,26-35,Female,Jubilee Hills,23,378.34
C01540,New,36-45,Female,Gachibowli,0,0.0
C01541,Returning,46-55,Female,Jubilee Hills,18,432.85
C01542,New,46-55,Female,Banjara Hills,0,0.0
C01543,New,36-45,Female,Madhapur,0,0.0
C01544,New,36-45,Female,Manikonda,0,0.0
C01545,Returning,18-25,Female,Kondapur,24,418.67
C01546,Returning,56+,Male,Kondapur,8,373.37
C01547,Returning,26-35,Male,Jubilee Hills,25,538.96
C01548,Returning,26-35,Male,Banjara Hills,34,555.95
C01549,New,36-45,Female,Mehdipatnam,0,0.0
C01550,New,18-25,Male,Hitech City,0,0.0
C01551,Returning,26-35,Unknown,Banjara Hills,28,470.86
C01552,Returning,18-25,Male,Ameerpet,26,579.45
C01553,Returning,46-55,Unknown,Begumpet,21,663.28
C01554,Returning,26-35,Male,Kondapur,4,239.81
C01555,Returning,18-25,Unknown,Banjara Hills,14,486.79
C01556,Returning,56+,Unknown,Hitech City,13,539.82
C01557,Returning,26-35,Male,Kondapur,15,576.53
C01558,Returning,36-45,Female,Mehdipatnam,35,523.82
C01559,Returning,36-45,Male,Secunderabad,2,551.86
C01560,New,36-45,Female,Hitech City,0,0.0
C01561,Returning,26-35,Female,Kondapur,22,299.5
C01562,Returning,26-35,Female,Jubilee Hills,30,495.98
C01563,Returning,18-25,Male,Jubilee Hills,15,160.26
C01564,Returning,36-45,Female,Jubilee Hills,20,351.75
C01565,Returning,18-25,Female,Banjara Hills,21,398.24
C01566,Returning,26-35,Male,Gachibowli,9,470.42
C01567,Returning,46-55,Female,Manikonda,2,538.21
C01568,Returning,46-55,Female,Kukatpally,36,453.28
C01569,Returning,36-45,Male,Hitech City,32,315.5
C01570,Returning,18-25,Unknown,Kukatpally,11,298.96
C01571,Returning,46-55,Female,Hitech City,18,475.06
C01572,Returning,18-25,Female,Manikonda,7,497.38
C01573,Returning,46-55,Female,Gachibowli,1,470.75
C01574,Returning,36-45,Male,Begumpet,26,440.39
C01575,New,56+,Female,Banjara Hills,0,0.0
C01576,New,56+,Male,Secunderabad,0,0.0
C01577,Returning,26-35,Female,Hitech City,38,418.84
C01578,Returning,26-35,Male,Jubilee Hills,30,520.18
C01579,Returning,46-55,Female,Manikonda,6,277.28
C01580,Returning,26-35,Female,Gachibowli,28,477.48
C01581,Returning,26-35,Unknown,Madhapur,28,511.8
C01582,Returning,26-35,Female,Gachibowli,15,722.68
C01583,Returning,18-25,Male,Gachibowli,28,414.16
C01584,Returning,26-35,Male,Kukatpally,21,390.42
C01585,Returning,18-25,Female,Manikonda,17,267.02
C01586,New,26-35,Female,Secunderabad,0,0.0
C01587,Returning,46-55,Female,Kukatpally,19,213.99
C01588,Returning,46-55,Female,Secunderabad,3,192.15
C01589,New,56+,Unknown,Mehdipatnam,0,0.0
C01590,Returning,36-45,Male,Jubilee Hills,4,421.28
C01591,Returning,36-45,Female,Madhapur,14,461.75
C01592,Returning,26-35,Male,Kondapur,14,217.71
C01593,New,46-55,Male,Banjara Hills,0,0.0
C01594,Returning,18-25,Unknown,Gachibowli,1,194.23
C01595,Returning,18-25,Male,Jubilee Hills,18,630.52
C01596,Returning,18-25,Male,Ameerpet,8,567.42
C01597,Returning,26-35,Female,Gachibowli,34,249.76
C01598,Returning,18-25,Female,Begumpet,15,435.45
C01599,Returning,36-45,Unknown,Madhapur,17,444.27
C01600,Returning,18-25,Unknown,Banjara Hills,25,296.15
C01601,Returning,36-45,Unknown,Manikonda,31,339.76
C01602,Returning,26-35,Female,Begumpet,21,545.16
C01603,New,36-45,Male,Kukatpally,0,0.0
C01604,New,36-45,Male,Hitech City,0,0.0
C01605,Returning,36-45,Female,Jubilee Hills,23,464.93
C01606,Returning,26-35,Female,Banjara Hills,30,438.45
C01607,New,26-35,Female,Manikonda,0,0.0
C01608,Returning,26-35,Female,Hitech City,31,403.43
C01609,Returning,26-35,Unknown,Banjara Hills,34,641.3
C01610,Returning,18-25,Female,Kukatpally,26,452.73
C01611,Returning,56+,Male,Gachibowli,36,493.24
C01612,Returning,46-55,Male,Jubilee Hills,27,412.97
C01613,Returning,18-25,Male,Madhapur,13,338.05
C01614,Returning,18-25,Female,Manikonda,10,417.71
C01615,Returning,26-35,Male,Kukatpally,14,381.95
C01616,New,26-35,Male,Kondapur,0,0.0
C01617,Returning,26-35,Male,Gachibowli,36,528.85
C01618,Returning,26-35,Male,Kondapur,23,681.24
C01619,Returning,36-45,Female,Kukatpally,39,461.45
C01620,Returning,26-35,Female,Jubilee Hills,7,411.18
C01621,Returning,26-35,Unknown,Kondapur,20,332.35
C01622,Returning,18-25,Female,Jubilee Hills,27,235.95
C01623,Returning,26-35,Male,Manikonda,8,503.27
C01624,Returning,18-25,Male,Jubilee Hills,25,498.66
C01625,Returning,46-55,Unknown,Ameerpet,11,322.65
C01626,New,26-35,Male,Ameerpet,0,0.0
C01627,Returning,26-35,Female,Gachibowli,13,315.57
C01628,Returning,36-45,Female,Gachibowli,19,607.56
C01629,Returning,46-55,Female,Secunderabad,16,440.22
C01630,New,18-25,Male,Hitech City,0,0.0
C01631,Returning,26-35,Female,Hitech City,39,644.84
C01632,New,56+,Female,Mehdipatnam,0,0.0
C01633,Returning,46-55,Female,Ameerpet,13,478.4
C01634,Returning,26-35,Male,Secunderabad,23,460.12
C01635,Returning,26-35,Unknown,Secunderabad,4,388.62
C01636,New,36-45,Female,Begumpet,0,0.0
C01637,Returning,18-25,Female,Mehdipatnam,22,586.33
C01638,Returning,18-25,Female,Madhapur,10,341.82
C01639,New,26-35,Male,Mehdipatnam,0,0.0
C01640,New,26-35,Male,Ameerpet,0,0.0
C01641,Returning,26-35,Female,Gachibowli,8,557.98
C01642,Returning,36-45,Unknown,Kondapur,16,489.63
C01643,New,46-55,Female,Madhapur,0,0.0
C01644,Returning,26-35,Female,Madhapur,25,439.16
C01645,Returning,26-35,Male,Kukatpally,30,390.02
C01646,Returning,46-55,Female,Kondapur,6,409.21
C01647,Returning,26-35,Male,Kondapur,21,468.5
C01648,Returning,46-55,Male,Banjara Hills,23,368.87
C01649,Returning,36-45,Female,Kukatpally,2,223.88
C01650,Returning,46-55,Male,Hitech City,24,407.52
C01651,Returning,36-45,Female,Kukatpally,12,464.69
C01652,Returning,18-25,Female,Secunderabad,30,411.5
C01653,New,36-45,Unknown,Kondapur,0,0.0
C01654,Returning,26-35,Female,Hitech City,38,466.33
C01655,Returning,18-25,Female,Secunderabad,7,552.55
C01656,Returning,18-25,Male,Ameerpet,18,445.19
C01657,Returning,26-35,Male,Banjara Hills,24,407.06
C01658,Returning,18-25,Male,Gachibowli,13,502.81
C01659,Returning,18-25,Male,Begumpet,17,542.39
C01660,Returning,46-55,Male,Kukatpally,7,372.72
C01661,Returning,56+,Unknown,Jubilee Hills,22,319.48
C01662,Returning,56+,Female,Jubilee Hills,14,600.47
C01663,Returning,26-35,Male,Manikonda,25,362.21
C01664,Returning,26-35,Female,Jubilee Hills,18,477.02
C01665,New,18-25,Female,Madhapur,0,0.0
C01666,Returning,18-25,Male,Jubilee Hills,38,457.46
C01667,New,36-45,Female,Mehdipatnam,0,0.0
C01668,New,26-35,Female,Jubilee Hills,0,0.0
C01669,Returning,26-35,Unknown,Mehdipatnam,23,262.12
C01670,Returning,36-45,Male,Hitech City,27,244.68
C01671,Returning,36-45,Female,Madhapur,17,120.0
C01672,Returning,36-45,Male,Hitech City,29,504.88
C01673,New,18-25,Male,Jubilee Hills,0,0.0
C01674,Returning,26-35,Male,Kondapur,1,462.46
C01675,Returning,36-45,Female,Ameerpet,1,391.77
C01676,New,36-45,Male,Begumpet,0,0.0
C01677,Returning,46-55,Male,Ameerpet,6,309.54
C01678,Returning,26-35,Unknown,Hitech City,22,513.19
C01679,New,26-35,Male,Gachibowli,0,0.0
C01680,Returning,18-25,Unknown,Ameerpet,3,587.1
C01681,Returning,26-35,Male,Banjara Hills,24,519.5
C01682,Returning,26-35,Male,Madhapur,6,364.52
C01683,Returning,46-55,Unknown,Kondapur,30,387.09
C01684,New,46-55,Male,Kondapur,0,0.0
C01685,Returning,18-25,Unknown,Banjara Hills,36,666.36
C01686,Returning,18-25,Female,Begumpet,27,587.96
C01687,Returning,26-35,Female,Madhapur,27,421.17
C01688,Returning,36-45,Male,Hitech City,6,419.96
C01689,Returning,18-25,Female,Madhapur,4,459.17
C01690,Returning,36-45,Female,Manikonda,5,344.52
C01691,New,26-35,Female,Ameerpet,0,0.0
C01692,Returning,46-55,Unknown,Gachibowli,33,492.21
C01693,Returning,26-35,Unknown,Madhapur,18,483.84
C01694,Returning,26-35,Female,Begumpet,19,435.03
C01695,Returning,18-25,Unknown,Gachibowli,3,120.0
C01696,New,26-35,Female,Jubilee Hills,0,0.0
C01697,Returning,36-45,Unknown,Madhapur,6,248.66
C01698,Returning,26-35,Male,Madhapur,29,213.54
C01699,New,26-35,Male,Manikonda,0,0.0
C01700,Returning,46-55,Male,Mehdipatnam,27,364.6
C01701,New,36-45,Male,Begumpet,0,0.0
C01702,Returning,26-35,Female,Madhapur,39,388.79
C01703,New,46-55,Unknown,Hitech City,0,0.0
C01704,Returning,36-45,Female,Begumpet,5,633.63
C01705,New,26-35,Unknown,Ameerpet,0,0.0
C01706,Returning,18-25,Female,Hitech City,30,488.08
C01707,Returning,36-45,Female,Mehdipatnam,32,351.76
C01708,Returning,26-35,Male,Banjara Hills,18,588.83
C01709,New,26-35,Male,Mehdipatnam,0,0.0
C01710,Returning,18-25,Unknown,Ameerpet,10,436.71
C01711,Returning,36-45,Unknown,Secunderabad,6,235.17
C01712,Returning,46-55,Unknown,Madhapur,20,526.56
C01713,Returning,26-35,Male,Banjara Hills,19,550.84
C01714,Returning,26-35,Female,Manikonda,1,510.34
